2.500000000000000000e-01,2.352941176470588203e-01,0.000000000000000000e+00,8.072289156626506479e-01,6.097560975609755962e-02,2.321428571428571508e-01,7.909604519774011966e-02,7.079646017699114946e-02,6.382978723404254540e-01,3.947368421052632192e-01,7.083333333333333703e-01,2.786885245901639663e-01,6.776859504132231038e-01,8.110599078341014234e-01,8.108108108108108558e-01,5.714285714285715079e-01,5.483870967741936164e-01,2.907662082514734792e-01,4.615384615384615086e-01,5.454545454545455252e-01,1.513157894736842091e-01,7.142857142857143016e-01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.058823529411765163e-01,3.493975903614457978e-01,6.867469879518072196e-01,1.829268292682926789e-01,7.500000000000000000e-01,3.446327683615819093e-01,1.061946902654867519e-01,7.446808510638298628e-01,3.157894736842105643e-01,6.666666666666666297e-01,3.442622950819672067e-01,3.793388429752065916e-01,5.011520737327188613e-01,2.342342342342342565e-01,7.252747252747253626e-01,7.096774193548387455e-01,4.440078585461689764e-01,5.000000000000000000e-01,6.363636363636363535e-01,1.447368421052631360e-01,3.061224489795918435e-01,1.000000000000000000e+00,1.400000000000000000e+01,2.899999999999999800e-01
7.500000000000000000e-01,1.176470588235294101e-01,0.000000000000000000e+00,3.012048192771084598e-01,3.658536585365853439e-02,1.607142857142857262e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.263157894736841813e-01,4.583333333333332593e-01,0.000000000000000000e+00,7.677685950413223326e-01,8.951612903225806273e-01,6.531531531531531432e-01,9.230769230769229061e-01,9.354838709677418818e-01,4.852652259332023710e-01,6.538461538461538547e-01,9.090909090909092827e-01,1.118421052631578816e-01,3.061224489795918435e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,3.855421686746988152e-01,7.590361445783132543e-01,9.756097560975610095e-02,6.071428571428570953e-01,6.723163841807909824e-01,2.566371681415929307e-01,8.723404255319148204e-01,7.894736842105264107e-02,4.166666666666666297e-01,4.262295081967213406e-01,6.983471074380165344e-01,6.451612903225806273e-01,4.684684684684685130e-01,1.098901098901098640e-02,3.225806451612902442e-02,1.964636542239685604e-02,3.846153846153849143e-02,4.545454545454543499e-02,7.105263157894736725e-01,6.122448979591835760e-01,5.000000000000000000e+00,1.900000000000000000e+01,3.200000000000000067e-01
7.500000000000000000e-01,7.058823529411765163e-01,3.493975903614457978e-01,6.867469879518072196e-01,2.804878048780488076e-01,4.642857142857143016e-01,3.333333333333333148e-01,2.035398230088495963e-01,8.510638297872339386e-01,5.000000000000000000e-01,2.916666666666666852e-01,3.442622950819672067e-01,6.256198347107437829e-01,4.412442396313364101e-01,3.243243243243243423e-01,8.461538461538462563e-01,8.387096774193548709e-01,6.915520628683693438e-01,7.692307692307692735e-01,8.181818181818182323e-01,1.447368421052631360e-01,5.714285714285713969e-01,4.000000000000000000e+00,1.400000000000000000e+01,2.899999999999999800e-01
7.500000000000000000e-01,9.411764705882352811e-01,5.301204819277108848e-01,5.301204819277108848e-01,5.365853658536585691e-01,4.642857142857143016e-01,3.728813559322033955e-01,2.743362831858407458e-01,5.957446808510636904e-01,5.789473684210526550e-01,1.249999999999999861e-01,2.786885245901639663e-01,6.520661157024792987e-01,5.737327188940092304e-01,4.324324324324324564e-01,9.450549450549450281e-01,9.354838709677418818e-01,9.115913555992141148e-01,9.230769230769230171e-01,8.636363636363637575e-01,2.236842105263157632e-01,5.306122448979591066e-01,4.000000000000000000e+00,1.800000000000000000e+01,4.400000000000000022e-01
1.000000000000000000e+00,4.705882352941176405e-01,7.228915662650602370e-01,6.024096385542169196e-01,3.658536585365853439e-02,4.285714285714285476e-01,4.293785310734463123e-01,2.035398230088495963e-01,6.808510638297872175e-01,2.631578947368420560e-02,6.666666666666666297e-01,1.639344262295082122e-01,6.247933884297520724e-01,5.483870967741935054e-01,6.126126126126125726e-01,3.296703296703297481e-02,3.225806451612902442e-02,6.090373280943025408e-02,7.692307692307694122e-02,9.090909090909086998e-02,8.881578947368421462e-01,5.510204081632652517e-01,5.000000000000000000e+00,1.000000000000000000e+01,5.999999999999999778e-01
5.000000000000000000e-01,9.411764705882352811e-01,8.072289156626506479e-01,2.650602409638554424e-01,7.195121951219511924e-01,3.214285714285714524e-01,5.254237288135593653e-01,5.398230088495575840e-01,8.297872340425530568e-01,6.842105263157894912e-01,1.666666666666666852e-01,3.606557377049180446e-01,7.570247933884297620e-01,6.232718894009217081e-01,5.765765765765765716e-01,8.681318681318681563e-01,7.741935483870968637e-01,7.504911591355599709e-01,8.846153846153844702e-01,8.181818181818182323e-01,5.921052631578949121e-02,2.448979591836734637e-01,3.000000000000000000e+00,1.800000000000000000e+01,6.700000000000000400e-01
2.500000000000000000e-01,9.411764705882352811e-01,8.674698795180723065e-01,7.349397590361446131e-01,8.536585365853658347e-01,6.428571428571429047e-01,6.610169491525423879e-01,3.628318584070796549e-01,8.723404255319148204e-01,6.842105263157894912e-01,6.666666666666666297e-01,6.393442622950820109e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.263736263736263687e-01,5.483870967741936164e-01,4.145383104125736629e-01,4.230769230769231282e-01,5.909090909090910504e-01,7.894736842105262720e-02,7.142857142857143016e-01,2.000000000000000000e+00,1.800000000000000000e+01,7.199999999999999734e-01
0.000000000000000000e+00,9.411764705882352811e-01,8.072289156626506479e-01,7.349397590361446131e-01,4.024390243902439268e-01,5.892857142857143016e-01,5.367231638418079598e-01,2.654867256637168382e-01,5.957446808510636904e-01,3.684210526315789824e-01,4.999999999999999445e-01,7.213114754098360892e-01,7.429752066115702380e-01,4.331797235023041592e-01,5.225225225225225145e-01,7.472527472527472625e-01,7.419354838709677491e-01,5.736738703339882006e-01,6.538461538461538547e-01,6.818181818181818787e-01,1.776315789473684181e-01,1.632653061224489666e-01,1.000000000000000000e+00,1.800000000000000000e+01,6.700000000000000400e-01
